argument_id,proposal_id,aspect_name,aspect_description,argument_type,argument
246,152,Autoconsumo y Independencia Energética,La promoción del autoconsumo y la independencia energética a través de las placas solares,attack,Pero que es eso de que podamos generar la energía que necesitamos sin pagar a una empresa privada! estáis locos o que? que van a hacer esos directivos a los que tienen que pagar sueldos multimillonarios.
247,152,Autoconsumo y Independencia Energética,La promoción del autoconsumo y la independencia energética a través de las placas solares,attack,Además si en España no tenemos apenas horas de sol.
248,417,Gratuidad,La posibilidad de hacer gratuitos los teléfonos 010 y 092,support,El 112 es gratuito. El 010 debería serlo.
249,417,Gratuidad,La posibilidad de hacer gratuitos los teléfonos 010 y 092,support,"Si poniendo el 010 gratuito se aumenta la participación ciudadana en la detección de las incidencias, está claro que el ayuntamiento podría poner gratis este servicio."
250,417,Gratuidad,La posibilidad de hacer gratuitos los teléfonos 010 y 092,support,Son teléfonos de servicio público y cuando se usan no debería tener cargos adicionales.
251,417,Gratuidad,La posibilidad de hacer gratuitos los teléfonos 010 y 092,support,Me parece justo que tales teléfonos sean gratuitos por tratarse de servicios prestados al ciudadano.
252,417,Gratuidad,La posibilidad de hacer gratuitos los teléfonos 010 y 092,support,Como uso social y de emergencias debería ser gratuito y accesible a todos.
253,417,Gratuidad,La posibilidad de hacer gratuitos los teléfonos 010 y 092,support,"Todos los teléfonos de información y los de emergencia policía, bomberos, samur, etc. Deben de ser gratuitos, ya que la llamada es por una necesidad."
254,417,Gratuidad,La posibilidad de hacer gratuitos los teléfonos 010 y 092,attack,Creo que no es necesario que sea gratuito. Mucho 91 resulta incluido en las tarifas planas de fijo y existe uno para el 010 que es el 91 529 82 10.
255,417,Gratuidad,La posibilidad de hacer gratuitos los teléfonos 010 y 092,attack,Me parece absurdo que el Ayuntamiento se deje el dinero en eso existiendo alternativa sin coste.
256,417,Gratuidad,La posibilidad de hacer gratuitos los teléfonos 010 y 092,attack,"El 010 es para hacer gestiones, no emergencias."
257,417,Gratuidad,La posibilidad de hacer gratuitos los teléfonos 010 y 092,attack,También es verdad que si no suponen un mínimo coste se corre el riesgo de hacer un mal uso de esos números de teléfono y entonces habría que tener una plantilla de teleoperadoras sobredimensionada.
258,417,Gratuidad,La posibilidad de hacer gratuitos los teléfonos 010 y 092,attack,Estimados votantes de podemos: no hay nada gratis. Si no lo paga el usuario lo paga el contribuyente.
259,417,Accesibilidad,Facilidad de acceso y uso de los números 010 y 092,support,"Lo que debieran hacer es volver a hacer que el 010 sea gratuito, no tener un nº que apenas nadie conoce y difícil de memorizar."
260,417,Accesibilidad,Facilidad de acceso y uso de los números 010 y 092,support,"A mí una vez me robaron y cuando fui en un bar a llamar a la policía, me di cuenta de que no podía porque es de pago."
261,417,Accesibilidad,Facilidad de acceso y uso de los números 010 y 092,support,Si tienes una emergencia tienes que llamar al 112 que es gratuito y engloba y coordina todos los servicios.
262,417,Accesibilidad,Facilidad de acceso y uso de los números 010 y 092,attack,"Teniendo en cuenta que la gente tiene smartphones o a lo sumo agendas, no es tan complejo el método."
263,417,Accesibilidad,Facilidad de acceso y uso de los números 010 y 092,attack,"A ver, llamar al 010 no es una emergencia, sino que tienes que hacer gestiones y es 100 viable perder un minuto en buscar el equivalente fijo 91 en Internet."
264,417,Accesibilidad,Facilidad de acceso y uso de los números 010 y 092,attack,"El 010 y el 91 529 82 10 es lo mismo. El segundo se utiliza para llamar fuera de Madrid. El 010 es una llamada local, no es de tarificación especial."
265,417,Coste para el Ayuntamiento,El impacto económico en el Ayuntamiento por la gratuidad de estos servicios,support,"Los números de tf, de servicios públicos habrían de ser gratuitos, sería una forma de animar al ciudadano a cooperar con el ayuntamiento y la sociedad, los impuestos son justo para también cubrir esa serie de servicios."
266,417,Coste para el Ayuntamiento,El impacto económico en el Ayuntamiento por la gratuidad de estos servicios,attack,"El 010 es de pago, como todo lo que han hecho los liberales durante estos muuuuchos años que les hemos soportado, lo que tiene que hacer el Ayuntamiento es definir con su operadora que el coste se le repercuta, y a partir de ahí no nos cobran el importe de las llamadas."
267,417,Uso indebido y abuso,Riesgos de mal uso y abuso de los servicios si son gratuitos,support,"Lo malo es si alguien hace un mal uso y al ser gratuito está constantemente llamando y bloqueando el servicio, entiendo que en ese caso se le puede restringir esa llamada por hacer mal uso del servicio."
268,417,Uso indebido y abuso,Riesgos de mal uso y abuso de los servicios si son gratuitos,support,También se puede registrar en la web la incidencia de modo gratuito.
269,417,Uso indebido y abuso,Riesgos de mal uso y abuso de los servicios si son gratuitos,attack,"Solo se debe pagar si se hace uso inadecuado! a determinar por una serie de reglas básicas. Pero por defecto, estas llamadas deben ser gratis."
270,417,Responsabilidad de las operadoras,El papel de las compañías telefónicas en la gratuidad de estos números,support,Entonces habría que llamar al Ministerio de Industria y que hagan algo. No puede ser que el ciudadano tenga que dedicar constantemente su tiempo a reclamar estas cosas.
271,417,Responsabilidad de las operadoras,El papel de las compañías telefónicas en la gratuidad de estos números,support,Lo normal es que Industria regule que las compañías telefónicas no cobren esas llamadas.
272,417,Responsabilidad de las operadoras,El papel de las compañías telefónicas en la gratuidad de estos números,support,"Pues me parece bien, entonces que obliguen a las compañías de teléfono a No cobrar nunca el 010."
273,417,Responsabilidad de las operadoras,El papel de las compañías telefónicas en la gratuidad de estos números,attack,Si las compañías de Teléfonos hacen un enrutado inteligente es normal que cobren por ello y la única alternativa sería que lo pagase el ayuntamiento.
274,417,Alternativas de contacto,Otras formas de comunicación con los servicios municipales,support,Yo utilizo con frecuencia ambos sistemas y lo veo como un deber como ciudadano con mi ciudad y mi barrio de cuidar que las cosas estén bien.
275,417,Alternativas de contacto,Otras formas de comunicación con los servicios municipales,support,El 010 tiene un equivalente en teléfono fijo: 915298210 Así no te cobran cuando tienes las llamadas a fijos incluidas en tu tarifa.
276,417,Conciencia ciudadana,La responsabilidad y participación ciudadana en el uso de estos servicios,support,"Y que es lo que ocurre con el resto de grandes temas pendientes, parece asombroso que en una ciudad tan heterogénea como Madrid las propuestas salientes sean tan simplistas."
277,417,Impacto social,Las repercusiones sociales de la gratuidad de estos números,support,"Yo creía que eran gratuitos, si no es así por supuesto que apoyo su gratuidad."
278,417,Impacto social,Las repercusiones sociales de la gratuidad de estos números,support,Son teléfonos de servicio público.
279,494,Espacios Públicos para Grafitis,La habilitación de espacios públicos para que los grafiteros desarrollen y expongan sus obras.,support,¿Qué opináis sobre habilitar espacios públicos para que los grafiteros que lo son de verdad desarrollen y expongan sus obras?
280,494,Espacios Públicos para Grafitis,La habilitación de espacios públicos para que los grafiteros desarrollen y expongan sus obras.,support,"Lo hemos visto en ciudades como Málaga, donde la regeneración urbana a través de artistas callejeros es una realidad en el Soho"
281,494,Espacios Públicos para Grafitis,La habilitación de espacios públicos para que los grafiteros desarrollen y expongan sus obras.,attack,"Estoy deacuerdo en todo, menos en habilitar zona para sus suciedades, que lo hagan en su casa, todo lodemas no es suyo"
282,494,Costo de Limpieza,El costo económico de la limpieza de grafitis para la comunidad.,support,También es una cuestión económica: limpiar los grafitis nos cuesta a los madrileños 12 millones al año
283,494,Costo de Limpieza,El costo económico de la limpieza de grafitis para la comunidad.,support,"Son tantas que estamos empezando a parecer el Harlem. En este país el turismo crea muchísimos puestos de trabajo. Esas pintadas ni son arte ni son nada, es mierda en las paredes que hay que quitar con productos tóxicos, y nocivos para el personal que los limpia, y muy caros que se pagan del bolsillo de los contribuyentes"
284,494,Multas y Sanciones,La imposición de multas y sanciones como método disuasorio contra los grafitis.,support,"Por supuesto que hay que poner multas, la sanción es el único método disuasorio eficaz, y trabajos sociales que consistan en limpiar su propia pintada, y costeando ellos los productos de limpieza, para que se den cuenta de lo que cuesta, tanto en dinero como en trabajo, la limpieza de las mismas"
285,494,Multas y Sanciones,La imposición de multas y sanciones como método disuasorio contra los grafitis.,support,"Se debería multar económicamente y con trabajos sociales gratuitos como limpiar los grafitis a todos aquellos que ensucian un lugar privado o público sin permiso, ya que hay auténticos artistas a los que se les debería pagar por hacer dibujos muy bonitos en puertas o persianas metálicas por ejemplo"
286,494,Multas y Sanciones,La imposición de multas y sanciones como método disuasorio contra los grafitis.,attack,"No me opongo a las multas, pero me pregunto si son escarnio suficiente cuando a muchos chavales se las pagarán papá y mamá. Creo más edificante y efectivo los trabajos comunitarios"
287,494,Educación y Conciencia Ciudadana,La necesidad de mejorar la educación y conciencia ciudadana para prevenir grafitis.,support,Es un problema de educación y conciencia ciudadana
288,494,Educación y Conciencia Ciudadana,La necesidad de mejorar la educación y conciencia ciudadana para prevenir grafitis.,support,"Hay que concienciar de que el espacio público y las fincas privadas no pueden ser lienzos de sus obras, nos gusten estas o no"
289,494,Degradación Urbana,El impacto de los grafitis en la degradación visual y estética de las ciudades.,support,"La degradación de Madrid con las pintadas no conoce límites, está todo asqueroso hasta las zonas más emblemáticas de la ciudad, hasta cuando tendremos que aguantar tener la ciudad tan asquerosa?"
290,494,Degradación Urbana,El impacto de los grafitis en la degradación visual y estética de las ciudades.,support,"Hay barrios absolutamente pintarrajeados como Malasaña y otros más alejados del distrito Centro, que dan un aspecto de suciedad y dejadez alarmantes"
291,494,Arte Urbano,La consideración de los grafitis como una forma de arte urbano y expresión cultural.,support,"Los grafitis, o más bien arte urbano, también pueden ser una forma de poner en valor zonas degradadas"
292,494,Arte Urbano,La consideración de los grafitis como una forma de arte urbano y expresión cultural.,support,"Murales artísticos, con la colaboración del ayuntamiento y de los grafiteros artistas. Habréis visto que la mejor manera de que no pongan la firmita dichosa es pintar un mural, muchos comercios lo han hecho"
293,494,Arte Urbano,La consideración de los grafitis como una forma de arte urbano y expresión cultural.,attack,Graffitis o Firmas de Bandas callejeras?. El arte urbano es una cosa y las manchas que llenan Madrid es otra
294,494,Arte Urbano,La consideración de los grafitis como una forma de arte urbano y expresión cultural.,attack,Pintar las fachadas de los edificios con nombres o apodos de personas o grupos no es arte. No entiendo cuál es el beneficio. Nuestra ciudad parece un basurero
295,494,Arte Urbano,La consideración de los grafitis como una forma de arte urbano y expresión cultural.,attack,Personalmente jamás podré considerar cultura a una forma de supuesta expresión que desde que se instauró mundialmente en los años 80-90 no ha evolucionado formalmente ni lo va a hacer salvo por la vía de lo barroco y exagerado
296,494,Vigilancia y Control,La implementación de vigilancia y control para prevenir y sancionar los grafitis.,support,La única forma de controlarlo e identificar los delitos es con el uso de cctv en los muros de cada comunidad
297,494,Vigilancia y Control,La implementación de vigilancia y control para prevenir y sancionar los grafitis.,support,Limpieza integral de fachadas además para eso pagamos ibi. Y para los infractores sanciones serias para que se les quiten las ganas. Y por supuesto vigilancia policial
298,494,Vigilancia y Control,La implementación de vigilancia y control para prevenir y sancionar los grafitis.,support,"No es tan difícil, vigilen. Y que lo limpien. También, y mientras averiguamos quienes son fotografíen los nombres y que se haga acumulativo el castigo"
299,494,Impacto en el Patrimonio,El efecto de los grafitis en el patrimonio histórico y cultural.,support,El otro día estuve en el cementerio de Carabanchel viendo su preciosa ermita mudéjar. Me quedé horrorizada de que estuviera con grafitis en las paredes enladrilladas y lleno de coches aparcados a su puerta
300,494,Impacto en el Patrimonio,El efecto de los grafitis en el patrimonio histórico y cultural.,support,"Es un problema que afecta al conjunto de la Comunidad de Madrid; hay hasta edificios patrimonio del Estado y/o con valor histórico, llenos de estas marcas/firmas que dan una imagen injusta de ciudad sucia"
301,494,Impacto Social y Comunitario,Las repercusiones sociales y comunitarias de los grafitis en los barrios y comunidades.,support,"Votado. En Aluche tenemos este problema con la suciedad y dejadez del barrio, lleno de Grafitis por todas partes, la situación es crítica por favor votad"
302,494,Impacto Social y Comunitario,Las repercusiones sociales y comunitarias de los grafitis en los barrios y comunidades.,support,"Me sorprende que esta propuesta no tenga más apoyos, porque se está convirtiendo en un problema realmente preocupante"
303,494,Impacto Social y Comunitario,Las repercusiones sociales y comunitarias de los grafitis en los barrios y comunidades.,support,"El tema de los grafitis es serio, en nuestra comunidad gastamos un dineral en repitar paredes, entradas de garajes, puertas de entradas. Los parques parecen suburbios, están pintados los suelos, los bancos, los árboles, cualquier cosa destruyen la vegetación de los muros para pintar en ellos, dejan tirados los botes de spray por cualquier sitio, etc"
304,507,Desigualdad Económica,La diferencia en la distribución de la riqueza entre el norte y el sur de Madrid,support,"Totalmente de acuerdo con la propuesta. Si bien es cierto que construir una zona de oficinas y grandes edificios no es la solución mágica, si es el primer paso para reequilibrar la ciudad y conseguir que, con medidas adicionales adecuadamente planificadas y coordinadas, las características de la ciudad en el norte y en el sur no sigan separándose más sino que puedan aproximarse un poco."
305,507,Desigualdad Económica,La diferencia en la distribución de la riqueza entre el norte y el sur de Madrid,attack,"Por mucho que hagas rascacielos y apartamentos de lujo en el sur, seguirá habiendo desequilibrio económico ya que el entorno no lo cambias, al igual que no cambias la delincuencia y la gente con la que convives."
306,507,Tráfico y Contaminación,El impacto del desplazamiento diario de personas y su efecto en el tráfico y la contaminación,support,"Si la zona sur esta mucho más poblada y los grandes centros de trabajo y oficinas se construyen en el norte, se produce un ineficiente trasvase diario de personas hacia el norte que lo único que hace es aumentar el tráfico, la contaminación y reducir calidad de vida."
307,507,Tráfico y Contaminación,El impacto del desplazamiento diario de personas y su efecto en el tráfico y la contaminación,attack,No estoy de acuerdo porque traer a nuestros barrios esos grandes edificios de oficinas sería transformar un barrio donde se puede más o menos respirar y pasear a convertirse en un lugar lleno coches contaminación.
308,507,Gentrificación,El proceso de transformación urbana que puede desplazar a los residentes actuales,support,"Esta claro que si la zona mejora el nivel de vida subirá pegado a esa zona, pero también se mejorará el nivel económico de la gente, mejorando la prosperidad de los negocios de la zona y se mejorará la cantidad de trabajo."
309,507,Gentrificación,El proceso de transformación urbana que puede desplazar a los residentes actuales,attack,Creo que lo que propones resultaría echar a la gente que vive en la zona sur de alquiler a una zona más barata y que sólo pervivirían los que ya son propietarios. Justamente eso ha pasado en Méndez alvaro en muchos casos.
310,507,Mejora de Infraestructuras,La necesidad de mejorar las infraestructuras en el sur de Madrid,support,Una gran propuesta. A ver si el actual equipo de gobierno hace algo con contundencia con los barrios marginados del sur.
311,507,Mejora de Infraestructuras,La necesidad de mejorar las infraestructuras en el sur de Madrid,attack,"Basta de propuestas como la de la Operación Chamartín, cuando en el sur hay desastres como las vías del tren, la M40 y otras carreteras que dividen y destrozan barrios y nadie ha dicho ni pío porque no hay intereses creados. Que se solucione primero el sur de Madrid antes de volver a dejar precioso el norte a costa de machacar a los de siempre."
312,507,Inversión en Ocio y Cultura,Fomento de espacios culturales y de ocio como alternativa a la construcción de oficinas,support,"Para que este barrio impulse la inversión hay que fomentar lugares de ocio educativo, teatros, cines, museos, eso si sería una buena inversión porque tenemos espacio para aparcar sin atascos, es una zona amplia y podemos llegar a hacer un barrio que promueva la cultura, y a su vez el consumo en restaurantes, terrazas, hacer incluso alguna terraza mirador en el parque la Gavia."
313,507,Accesibilidad y Transporte Público,Mejora del transporte público como medio para reducir el tráfico y la contaminación,support,"Si además les permites desplazarse en transporte público con una gran oferta de líneas de autobús, metro, cercanías, etc., el tráfico mejoraría en la zona sur y en todo Madrid."
314,507,Equidad en la Distribución de Servicios,Distribución equitativa de servicios y recursos entre el norte y el sur de Madrid,support,"Es hora de que el ayuntamiento garantice el cumplimiento de este derecho fundamental cuando las personas no son capaces por falta de recursos. Al igual que estamos reclamando la remunicipalización de determinados servicios públicos, demandamos también la remunicipalización de un derecho básico como es el comer que muchas personas en nuestra ciudad no pueden ejercer por falta de medios económicos."
315,615,Cumplimiento de normas,La necesidad de que ciclistas cumplan las normas de circulación como cualquier otro usuario de la vía.,support,"Estoy de acuerdo, pero no son sólo los ciclistas quienes incumplen las normas."
316,615,Cumplimiento de normas,La necesidad de que ciclistas cumplan las normas de circulación como cualquier otro usuario de la vía.,support,Estoy de acuerdo contigo en que los ciclistas deben cumplir las normas.
317,615,Cumplimiento de normas,La necesidad de que ciclistas cumplan las normas de circulación como cualquier otro usuario de la vía.,support,No se trata de meterse con los ciclistas se trata de que cumplan las mismas normas que el resto.
318,615,Cumplimiento de normas,La necesidad de que ciclistas cumplan las normas de circulación como cualquier otro usuario de la vía.,support,Igual que los ciclistas exigen y con razón que se les respete ellos deben respetar las normas de circulación.
319,615,Cumplimiento de normas,La necesidad de que ciclistas cumplan las normas de circulación como cualquier otro usuario de la vía.,support,Antes de pedir derechos deben cumplir con sus deberes.
320,615,Cumplimiento de normas,La necesidad de que ciclistas cumplan las normas de circulación como cualquier otro usuario de la vía.,attack,Pienso sin embargo que las multas serían más efectivas por numerosas que por ejemplares.
321,615,Cumplimiento de normas,La necesidad de que ciclistas cumplan las normas de circulación como cualquier otro usuario de la vía.,attack,El tema es que pocos conductores conocen las normas de circulación con respecto a las bicicletas.
322,615,Cumplimiento de normas,La necesidad de que ciclistas cumplan las normas de circulación como cualquier otro usuario de la vía.,attack,"Primero, usa las minúsculas. Segundo, tu propuesta no tiene sentido porque sí se multa a los ciclistas que se saltan las normas de circulación."
323,615,Cumplimiento de normas,La necesidad de que ciclistas cumplan las normas de circulación como cualquier otro usuario de la vía.,attack,Qué manía con perseguir a los ciclistas.
324,615,Cumplimiento de normas,La necesidad de que ciclistas cumplan las normas de circulación como cualquier otro usuario de la vía.,attack,"No es que defienda que el ciclista no cumpla sus deberes, pero creo que es ridículo centrarnos en sus deberes cuando apenas hemos avanzado mínimamente en cuanto a sus derechos."
325,615,Seguridad vial,"La importancia de la seguridad vial y el respeto mutuo entre ciclistas, peatones y conductores de vehículos.",support,Si el ciclista va por la derecha muchos vehículos tratarán de adelantarlos sin tener en cuenta esta distancia.
326,615,Seguridad vial,"La importancia de la seguridad vial y el respeto mutuo entre ciclistas, peatones y conductores de vehículos.",support,Estoy de acuerdo en que los conductores muchas veces son somos irrespetuosos con las bicicletas.
327,615,Seguridad vial,"La importancia de la seguridad vial y el respeto mutuo entre ciclistas, peatones y conductores de vehículos.",support,Concienciarnos de que las aceras son un espacio urbano reservado al peatón es un requisito necesario para tener una ciudad habitable.
328,615,Seguridad vial,"La importancia de la seguridad vial y el respeto mutuo entre ciclistas, peatones y conductores de vehículos.",support,Ir en bicicleta está muy bien y se debería promocionar pero hay que obligarles a comportarse como cualquier vehículo.
329,615,Seguridad vial,"La importancia de la seguridad vial y el respeto mutuo entre ciclistas, peatones y conductores de vehículos.",attack,"Andar en bicicleta en Madrid, en las condiciones actuales, provoca accidentes de por sí."
330,615,Equidad en sanciones,"La necesidad de aplicar sanciones equitativas a todos los usuarios de la vía, incluyendo ciclistas.",support,Multa nos a los peatones que se saltan un semáforo rojo? si Multamos toda la actitud incivica que pueda ocasionar graves daños al resto de los ciudadanos.
331,615,Equidad en sanciones,"La necesidad de aplicar sanciones equitativas a todos los usuarios de la vía, incluyendo ciclistas.",support,"Efectivamente, pero para los que van en coche hay impuestos y multas."
332,615,Equidad en sanciones,"La necesidad de aplicar sanciones equitativas a todos los usuarios de la vía, incluyendo ciclistas.",support,El que lleven una bicicleta no dá derecho a saltarse todas las normas.
333,615,Equidad en sanciones,"La necesidad de aplicar sanciones equitativas a todos los usuarios de la vía, incluyendo ciclistas.",support,"Ya intenté eso de calles tranquilas, ir por el medio del carril etc., pero me ha pasado de todo."
334,615,Equidad en sanciones,"La necesidad de aplicar sanciones equitativas a todos los usuarios de la vía, incluyendo ciclistas.",support,"Completamente en contra. 1 Esta propuesta ya está implementado en la normativa 2 Como cualquier otra sanción, será injusta siempre que no sea proporcional a la renta del infractor."
335,615,Equidad en sanciones,"La necesidad de aplicar sanciones equitativas a todos los usuarios de la vía, incluyendo ciclistas.",attack,Por que dices que la gente que monta en bicicleta tiene menos recursos económicos? Por que la bicicleta cuesta menos?
336,615,Equidad en sanciones,"La necesidad de aplicar sanciones equitativas a todos los usuarios de la vía, incluyendo ciclistas.",attack,"Claro, multemos a las bicicletas que luchas por circular en una ciudad hostil para ellas, en vez de a los coches que incumpliendo la distancia mínima arriesgan la vida de los ciclistas."
337,615,Equidad en sanciones,"La necesidad de aplicar sanciones equitativas a todos los usuarios de la vía, incluyendo ciclistas.",attack,No veo por qué los conductores de vehículos han de pasar examen y los ciclistas no.
338,615,Equidad en sanciones,"La necesidad de aplicar sanciones equitativas a todos los usuarios de la vía, incluyendo ciclistas.",attack,"Anda que no hay conductores que no utilizan el intermitente, y se saltan semáfotos, ceda el paso,."
339,615,Equidad en sanciones,"La necesidad de aplicar sanciones equitativas a todos los usuarios de la vía, incluyendo ciclistas.",attack,A los ciclistas ya se les multa cuando incumplen las normas de tráfico por lo que esta propuesta carece de sentido.
340,615,Conciencia y educación vial,La importancia de fomentar la conciencia y educación vial entre todos los usuarios de la vía.,support,"Difundir que cualquier usuario de la vía ha de cumplir las normas, conocidas por todos aún no teniendo carnet de conducir el que quiera es absurdo."
341,615,Conciencia y educación vial,La importancia de fomentar la conciencia y educación vial entre todos los usuarios de la vía.,support,"Es cierto que el ciclista tiene otra agilidad, como el motorista; pero las normas son standard y las tenemos que cumplir todos."
342,615,Conciencia y educación vial,La importancia de fomentar la conciencia y educación vial entre todos los usuarios de la vía.,support,También se les multa.
343,615,Conciencia y educación vial,La importancia de fomentar la conciencia y educación vial entre todos los usuarios de la vía.,support,Ni que todos todos los ciclistas fuéramos por la acera echando a los peatones a las calzadas.
344,615,Conciencia y educación vial,La importancia de fomentar la conciencia y educación vial entre todos los usuarios de la vía.,support,"No sé por qué hay tantas quejas en los comentarios. Se trata simplemente del hecho bastante evidente de que hay muchos, muchísimos ciclistas que no respetan las normas de circulación."
345,615,Conciencia y educación vial,La importancia de fomentar la conciencia y educación vial entre todos los usuarios de la vía.,attack,Porque lo hacemos todos y sabemos que no es para tanto. Una persona a bicicleta está mucho más cercana a un peatón que a un coche.
346,615,Conciencia y educación vial,La importancia de fomentar la conciencia y educación vial entre todos los usuarios de la vía.,attack,"Otra cosa es que no les multen cuando no les ven, pero en eso son similares a cualquier peatón que cruza por medio de la calle sin paso de cebra o a cualquier vehículo que hace pirulas o no respeta el límite de 50 en ciudad o de 30 en los carriles marcados a dicha velocidad."
347,615,Conciencia y educación vial,La importancia de fomentar la conciencia y educación vial entre todos los usuarios de la vía.,attack,"Algunos se creen que Madrid es Copenhague o Amsterdam. Algunos vivimos a muchos kilómetros del curro y problemas para ir en bicicleta, parece que habéis descubierto América!."
348,615,Conciencia y educación vial,La importancia de fomentar la conciencia y educación vial entre todos los usuarios de la vía.,attack,"Son bastantes los usuarios de bicicletas y más aún aquellos que por turismo vienen a nuestra Ciudad de Madrid, los que incumplen las normas de tráfico a las que deben cumplir por utilizar este medio de transporte."
349,615,Conciencia y educación vial,La importancia de fomentar la conciencia y educación vial entre todos los usuarios de la vía.,attack,"Pues mire usted, mi comentario es en base a los frenazos que he tenido que dar para no atropellar ciclistas en cruces, así que no tengo ningúna falta de ocurrencias."
350,615,Responsabilidad compartida,"La necesidad de reconocer la responsabilidad compartida entre ciclistas, conductores y peatones en la seguridad vial.",support,"Creo que tanto peatones, ciclistas, conductores de coches y motos debemos cumplir las normas."
351,615,Responsabilidad compartida,"La necesidad de reconocer la responsabilidad compartida entre ciclistas, conductores y peatones en la seguridad vial.",support,"conductores, también. Que los hay malos y buenos en todas partes, también, pero eso no justifica, repito, no justifica que las cosas se hagan mal por ningúna de las dos partes."
352,615,Responsabilidad compartida,"La necesidad de reconocer la responsabilidad compartida entre ciclistas, conductores y peatones en la seguridad vial.",support,"Como conductor, todos los días veo cómo docenas de automóviles se saltan las normas de tráfico, especialmente los semáforos y los límites de velocidad 50km/h en ciudad! y no por ello se proponen"
353,615,Responsabilidad compartida,"La necesidad de reconocer la responsabilidad compartida entre ciclistas, conductores y peatones en la seguridad vial.",attack,"Estoy cansada de encontrarme con ciclistas que, en vez de ir por su carril bicicleta y en Sanchinarro existe y está bien diferenciado del carril se emperran en ir por la calzada."
354,615,Responsabilidad compartida,"La necesidad de reconocer la responsabilidad compartida entre ciclistas, conductores y peatones en la seguridad vial.",attack,"Mira majo, mirate las ordenanzas municipales y veras que esta prohibido circular los ciclistas por las aceras."
355,615,Responsabilidad compartida,"La necesidad de reconocer la responsabilidad compartida entre ciclistas, conductores y peatones en la seguridad vial.",attack,Estupendo que se multe ya está bien los peatones tenemos derecho a circular por las aceras sin estar pendiente a los ciclistas.
356,615,Responsabilidad compartida,"La necesidad de reconocer la responsabilidad compartida entre ciclistas, conductores y peatones en la seguridad vial.",attack,"Los ciclistas por las aceras son un peligro total para el peatón, y, además cuando se lo adviertes, te suelen increpar."
357,629,Sanciones económicas,Imposición de multas monetarias como medida punitiva,support,Se hace necesaria la aplicación de multas ejemplares en estos barrios.
358,629,Sanciones económicas,Imposición de multas monetarias como medida punitiva,support,Buena iniciativa que solo funcionaria si se le toca el bolsillo a los incívicos.
359,629,Sanciones económicas,Imposición de multas monetarias como medida punitiva,support,"Desgraciadamente la gente que deja basura, mierdas de perro y mea en la calle solo entiende la sanción como único método disuasorio de su conducta."
360,629,Sanciones económicas,Imposición de multas monetarias como medida punitiva,support,"Una buena multa es lo que hace falta, que sino hay gente aunque probablemente provengan del cerdo, no del mono como se cree que no aprende."
361,629,Sanciones económicas,Imposición de multas monetarias como medida punitiva,attack,"Yo no impondría sancionas económicas, impondría charlas y seminarios trabajos sociales limpiando jardines, plazas."
362,629,Sanciones económicas,Imposición de multas monetarias como medida punitiva,attack,"Debería sancionar a la gente que ensucia la ciudad, pero creo que mejor que multas serían trabajos sociales limpiando la ciudad, es una mejor forma de concienciar."
363,629,Sanciones económicas,Imposición de multas monetarias como medida punitiva,attack,"Yo en principio no creo que sea una buena idea sancionar, aunque en algunas ocasiones es necesario para concienciar creo que es una buena idea ayudar a la gente a encontrar soluciones para sus problemas y no darles excusas."
364,629,Educación y concienciación,Fomento de la responsabilidad ciudadana a través de la educación y la concienciación sobre la limpieza,support,Una solución a largo plazo: educación y desafortunadamente muchas veces solo entendemos cuando se nos sanciona.
365,629,Educación y concienciación,Fomento de la responsabilidad ciudadana a través de la educación y la concienciación sobre la limpieza,support,"Hay que insistir y echar la bronca. Y si el sujeto en cuestión se pone violento, se llama a la policia."
366,629,Educación y concienciación,Fomento de la responsabilidad ciudadana a través de la educación y la concienciación sobre la limpieza,support,"Cuando veo los parques llenos de excrementos de perros, de basura, perros sueltos fuera del horario permitido, sin bozal los que deben llevarlo, etc., pienso en que esas multas que no se han puesto son dinero perdido para invertir en concienciar a los ciudadanos o mejorar Madrid."
367,629,Vigilancia y control,Implementación de medidas de vigilancia y control para prevenir el depósito de basura en las calles,support,Es un problema que afecta a todos los barrios. No debemos acobardarnos si vemos como un vecino ensucia la calle con porquerías.
368,629,Vigilancia y control,Implementación de medidas de vigilancia y control para prevenir el depósito de basura en las calles,support,"Vigilancia de la limpieza en las calles, sancionando a quien, por ejemplo, deje la basura al menos en Bellas Vistas, Tetuán, este problema es también importante."
369,629,Vigilancia y control,Implementación de medidas de vigilancia y control para prevenir el depósito de basura en las calles,support,Para sancionar harán falta más Agentes.
370,629,Vigilancia y control,Implementación de medidas de vigilancia y control para prevenir el depósito de basura en las calles,support,"Pagar a agentes que sancionen estas conductas no me parece la mejor solución o al menos la única teniendo en cuenta que quienes tiran la basura en cualquier lado lo hacen en su mayoría, de noche."
371,629,Mejora de servicios públicos,Optimización de los servicios de recogida de basura y limpieza urbana,support,"En lugar de sancionar, ¿Por qué no mejorar el servicio de recogida de muebles?. Que se acorte el plazo de recogida, de 3 días a 1 ó 2. Estoy seguro que se reduciría el volumen de muebles en la calle."
372,629,Mejora de servicios públicos,Optimización de los servicios de recogida de basura y limpieza urbana,support,"Votado. En Aluche tenemos este problema con la suciedad y dejadez del barrio, no a los Cerdos por favor votad."
373,629,Mejora de servicios públicos,Optimización de los servicios de recogida de basura y limpieza urbana,support,Una propuesta a seguir: Propuesta no relacionada con esta.
